epoch;accuracy;loss;val_accuracy;val_loss
0;0.7932177782058716;0.43701183795928955;0.8231199979782104;0.39422547817230225
1;0.823835551738739;0.3888847529888153;0.829200029373169;0.3818681240081787
2;0.8282266855239868;0.38061946630477905;0.8299999833106995;0.37805187702178955
3;0.8315021991729736;0.37485599517822266;0.8280799984931946;0.3842191696166992
4;0.8331955671310425;0.371740460395813;0.834559977054596;0.36988627910614014
5;0.8335555791854858;0.3691849708557129;0.8290799856185913;0.3774767220020294
6;0.8355200290679932;0.36693233251571655;0.8316799998283386;0.37500542402267456
7;0.8362133502960205;0.3648502230644226;0.832360029220581;0.36997780203819275
8;0.8365866541862488;0.3641328513622284;0.836359977722168;0.3631284236907959
9;0.8377689123153687;0.36267220973968506;0.8361600041389465;0.3656884729862213
10;0.8376933336257935;0.3615567982196808;0.8313199877738953;0.3747203052043915
11;0.8380666375160217;0.36060166358947754;0.8354399800300598;0.3686210811138153
12;0.8385511040687561;0.3597662150859833;0.8355200290679932;0.3663327395915985
13;0.8388177752494812;0.3591560125350952;0.8370800018310547;0.36139291524887085
14;0.8389999866485596;0.35851773619651794;0.8384400010108948;0.3616948425769806
15;0.8397244215011597;0.3581930696964264;0.83788001537323;0.3619737923145294
16;0.8399378061294556;0.3570387363433838;0.832360029220581;0.36956679821014404
17;0.8404044508934021;0.3567282557487488;0.8369600176811218;0.36447960138320923
18;0.8409733176231384;0.35636210441589355;0.8324800133705139;0.36870577931404114
19;0.8409377932548523;0.3556370735168457;0.8391199707984924;0.36597445607185364
20;0.8404577970504761;0.3552456796169281;0.8391600251197815;0.361802339553833
21;0.8413199782371521;0.35440292954444885;0.8372799754142761;0.36227259039878845
22;0.8416399955749512;0.35428327322006226;0.8366400003433228;0.3621940314769745
23;0.8417244553565979;0.35392069816589355;0.8386800289154053;0.36181285977363586
24;0.8420844674110413;0.35348013043403625;0.8370000123977661;0.36344531178474426
25;0.8417066931724548;0.3530987799167633;0.8326399922370911;0.3662688136100769
26;0.842573344707489;0.3527265191078186;0.826200008392334;0.3812141716480255
27;0.8423289060592651;0.3524226248264313;0.8378000259399414;0.3671945035457611
28;0.8425466418266296;0.3523416221141815;0.8379600048065186;0.3610779941082001
29;0.8423289060592651;0.3515622317790985;0.8339599967002869;0.36672207713127136
30;0.8428000211715698;0.35161468386650085;0.8364400267601013;0.3629893362522125
31;0.8429688811302185;0.35115641355514526;0.8370000123977661;0.3630449175834656
32;0.8429688811302185;0.3508949875831604;0.8379999995231628;0.3621712028980255
33;0.8433288931846619;0.3502599000930786;0.8367199897766113;0.3633851110935211
34;0.8435333371162415;0.35002103447914124;0.8374000191688538;0.3650297224521637
35;0.843488872051239;0.3499126732349396;0.839959979057312;0.3590664863586426
36;0.8431199789047241;0.3500702679157257;0.8374800086021423;0.3618916869163513
37;0.843720018863678;0.3492757976055145;0.8381999731063843;0.36306247115135193
38;0.8436889052391052;0.34915825724601746;0.8403199911117554;0.3629225492477417
39;0.8435778021812439;0.34917739033699036;0.8371999859809875;0.362435519695282
40;0.8437511324882507;0.34863078594207764;0.8343600034713745;0.3697865307331085
41;0.8441821932792664;0.34843096137046814;0.8374000191688538;0.36318668723106384
42;0.8434933423995972;0.34836041927337646;0.8379999995231628;0.36666035652160645
43;0.844426691532135;0.34790533781051636;0.8374800086021423;0.3633756637573242
44;0.8440489172935486;0.3478606045246124;0.8374000191688538;0.3652878999710083
45;0.8444444537162781;0.3475782573223114;0.8361200094223022;0.3664277195930481
46;0.844582200050354;0.34693098068237305;0.8387200236320496;0.3630314767360687
47;0.8444355726242065;0.34687235951423645;0.8380399942398071;0.3693637251853943
48;0.845288872718811;0.3466568887233734;0.8384400010108948;0.3740995228290558
49;0.8451377749443054;0.34681621193885803;0.8369600176811218;0.3707416355609894
50;0.8449599742889404;0.3463382422924042;0.8313199877738953;0.3746057450771332
51;0.8453999757766724;0.34654760360717773;0.841159999370575;0.36250075697898865
52;0.8450577855110168;0.34614384174346924;0.83788001537323;0.36035028100013733
53;0.8450444340705872;0.34574419260025024;0.8379200100898743;0.3665754795074463
54;0.8457955718040466;0.3457105755805969;0.83788001537323;0.36605289578437805
55;0.8450711369514465;0.34552115201950073;0.8324800133705139;0.3717549741268158
56;0.8455111384391785;0.3456198275089264;0.8371999859809875;0.36665084958076477
57;0.8452933430671692;0.34553608298301697;0.8378000259399414;0.3644375801086426
58;0.8452088832855225;0.3454676866531372;0.8364800214767456;0.3659120798110962
59;0.8451288938522339;0.34515219926834106;0.8381999731063843;0.3618893027305603
60;0.846102237701416;0.34469956159591675;0.8350800275802612;0.3650513291358948
61;0.8457688689231873;0.344746470451355;0.8364800214767456;0.36764878034591675
62;0.8459155559539795;0.34443044662475586;0.8347200155258179;0.37395331263542175
63;0.8454889059066772;0.34420090913772583;0.8372799754142761;0.37293294072151184
64;0.8457911014556885;0.3441859483718872;0.8360000252723694;0.37868809700012207
65;0.84579998254776;0.34419912099838257;0.8381199836730957;0.3681337833404541
66;0.8460800051689148;0.34403860569000244;0.8380399942398071;0.36910125613212585
67;0.8463866710662842;0.34341299533843994;0.8385599851608276;0.36685821413993835
68;0.8464933037757874;0.34345805644989014;0.8399199843406677;0.3658057153224945
69;0.84579998254776;0.34341174364089966;0.8368800282478333;0.3659816086292267
70;0.8462666869163513;0.3435467779636383;0.8346800208091736;0.3728818893432617
71;0.8462844491004944;0.3433350920677185;0.8385999798774719;0.36939558386802673
72;0.8462488651275635;0.3430864214897156;0.8370800018310547;0.3667778968811035
73;0.8466222286224365;0.34305477142333984;0.8386399745941162;0.3771462142467499
