epoch;accuracy;loss;val_accuracy;val_loss
0;0.708257794380188;0.6460548043251038;0.7190399765968323;0.580108106136322
1;0.7166355848312378;0.5885487794876099;0.7000799775123596;0.5940795540809631
2;0.7192577719688416;0.5835779309272766;0.7069200277328491;0.5826693177223206
3;0.7210355401039124;0.5808812975883484;0.7178400158882141;0.5785123109817505
4;0.722653329372406;0.5786486864089966;0.7135599851608276;0.5793359279632568
5;0.7225644588470459;0.5770275592803955;0.728600025177002;0.5598933100700378
6;0.7229599952697754;0.5783480405807495;0.726360023021698;0.5622337460517883
7;0.72298663854599;0.576387882232666;0.7240399718284607;0.580201268196106
8;0.7233288884162903;0.5756801962852478;0.7219200134277344;0.5722985863685608
9;0.7228000164031982;0.5756716132164001;0.7353600263595581;0.5556460022926331
10;0.7237155437469482;0.5755884647369385;0.7224000096321106;0.5625525712966919
11;0.7238444685935974;0.5742934942245483;0.7359600067138672;0.5631006360054016
12;0.7232311367988586;0.5737737417221069;0.7213600277900696;0.5547964572906494
13;0.7227955460548401;0.5747865438461304;0.7047200202941895;0.5804558396339417
14;0.7236044406890869;0.5742092132568359;0.7276800274848938;0.5874167084693909
15;0.7222933173179626;0.573787271976471;0.736240029335022;0.5740805268287659
16;0.7236310839653015;0.5736093521118164;0.7183200120925903;0.5927586555480957
17;0.7234222292900085;0.5737580060958862;0.7282800078392029;0.5865161418914795
18;0.723413348197937;0.5735792517662048;0.7216799855232239;0.5579306483268738
19;0.7229955792427063;0.5740693211555481;0.7132800221443176;0.5667356252670288
20;0.7226310968399048;0.5735802054405212;0.7170400023460388;0.5640239715576172
21;0.7226133346557617;0.5737260580062866;0.7258399724960327;0.5568545460700989
22;0.7224133610725403;0.5738096237182617;0.7364000082015991;0.5518670678138733
23;0.7241555452346802;0.5730324387550354;0.7273600101470947;0.55924391746521
24;0.7239910960197449;0.5723748803138733;0.7170400023460388;0.5815274119377136
25;0.7231289148330688;0.5731174945831299;0.7287600040435791;0.5658172965049744
26;0.7235999703407288;0.5714735984802246;0.7260400056838989;0.5597262978553772
27;0.7237866520881653;0.5723252296447754;0.7413600087165833;0.5700485706329346
28;0.7232266664505005;0.572478711605072;0.7328000068664551;0.5539427995681763
29;0.7241466641426086;0.572921097278595;0.7199199795722961;0.5575158596038818
30;0.723537802696228;0.5718832015991211;0.685479998588562;0.6394014358520508
31;0.7237688899040222;0.5721058249473572;0.694320023059845;0.5889777541160583
32;0.7239822149276733;0.5712820887565613;0.7253199815750122;0.5510274767875671
33;0.7231955528259277;0.5727570056915283;0.7271599769592285;0.5774282217025757
34;0.7235022187232971;0.5727048516273499;0.729640007019043;0.5705108046531677
35;0.7232666611671448;0.5724438428878784;0.7101600170135498;0.5672408938407898
36;0.723675549030304;0.5728391408920288;0.7269200086593628;0.5652758479118347
37;0.7239377498626709;0.5728490948677063;0.7177199721336365;0.5656152963638306
38;0.7245422005653381;0.5714859366416931;0.736840009689331;0.5736094117164612
39;0.7242444157600403;0.5729473829269409;0.7307599782943726;0.5497726202011108
40;0.7230799794197083;0.5718460083007812;0.7351199984550476;0.5605488419532776
41;0.724839985370636;0.5711854696273804;0.7359200119972229;0.5565220713615417
42;0.725266695022583;0.5715625286102295;0.7214800119400024;0.5666998624801636
43;0.7242844700813293;0.5720954537391663;0.7256799936294556;0.5549207329750061
44;0.724577784538269;0.5715192556381226;0.7195600271224976;0.5673869252204895
45;0.7230533361434937;0.5734541416168213;0.7246000170707703;0.5605882406234741
46;0.7246088981628418;0.5722549557685852;0.7160400152206421;0.5690695643424988
47;0.7236711382865906;0.5728707313537598;0.679639995098114;0.6984347701072693
48;0.7233511209487915;0.5712681412696838;0.7265599966049194;0.5548054575920105
49;0.7237244248390198;0.5722759962081909;0.7343199849128723;0.5500681400299072
50;0.7232488989830017;0.5724617838859558;0.7350800037384033;0.57569420337677
51;0.7235777974128723;0.573003888130188;0.7244799733161926;0.5664801001548767
52;0.7233822345733643;0.5716207027435303;0.7210400104522705;0.5582155585289001
53;0.7235422134399414;0.5723986625671387;0.7391999959945679;0.5561967492103577
54;0.7232711315155029;0.5723909139633179;0.7174800038337708;0.5924158692359924
55;0.724768877029419;0.5716938972473145;0.7383599877357483;0.5546203255653381
56;0.7242000102996826;0.5722596645355225;0.7289599776268005;0.5646602511405945
57;0.7228400111198425;0.5715509653091431;0.7320399880409241;0.5586188435554504
58;0.7231066823005676;0.5729920268058777;0.7325199842453003;0.5479341745376587
59;0.7243422269821167;0.5699525475502014;0.7270399928092957;0.5583214163780212
60;0.7234355807304382;0.5721147656440735;0.7153599858283997;0.5689011216163635
61;0.7243555784225464;0.5710187554359436;0.7345200181007385;0.5514218211174011
62;0.7233200073242188;0.5718502998352051;0.7323600053787231;0.5476377010345459
63;0.7233155369758606;0.572529673576355;0.7246400117874146;0.5513921976089478
64;0.7224311232566833;0.5729085206985474;0.7081599831581116;0.6012377142906189
65;0.7235422134399414;0.5713792443275452;0.7210400104522705;0.565751314163208
66;0.7236044406890869;0.5717038512229919;0.7330399751663208;0.568149745464325
