epoch;accuracy;loss;val_accuracy;val_loss
0;0.7332666516304016;0.5277763605117798;0.7574399709701538;0.49537360668182373
1;0.767062246799469;0.4790354073047638;0.7738000154495239;0.4644891023635864
2;0.7865866422653198;0.4466583728790283;0.8020399808883667;0.42632800340652466
3;0.806755542755127;0.41880419850349426;0.8129600286483765;0.4100171625614166
4;0.8147422075271606;0.40604478120803833;0.8166800141334534;0.401189386844635
5;0.8187644481658936;0.4000670909881592;0.8212000131607056;0.39594003558158875
6;0.8207422494888306;0.39637044072151184;0.8140400052070618;0.404297798871994
7;0.822848916053772;0.3934703469276428;0.8238400220870972;0.39143839478492737
8;0.824097752571106;0.3912927806377411;0.8263999819755554;0.39003291726112366
9;0.8245599865913391;0.3897077739238739;0.8268799781799316;0.3876264989376068
10;0.8250488638877869;0.38834041357040405;0.8272799849510193;0.3866267204284668
11;0.825439989566803;0.3870910108089447;0.8266800045967102;0.3857940137386322
12;0.8267333507537842;0.38554006814956665;0.8266400098800659;0.3864927291870117
13;0.8270221948623657;0.38486483693122864;0.8273199796676636;0.3841404318809509
14;0.8271200060844421;0.3837219476699829;0.8267999887466431;0.3843359351158142
15;0.8276799917221069;0.38302624225616455;0.8235200047492981;0.3888055086135864
16;0.8280977606773376;0.38247495889663696;0.8281999826431274;0.38139164447784424
17;0.8287866711616516;0.3816426396369934;0.8282399773597717;0.38090530037879944
18;0.8284177780151367;0.38099244236946106;0.8271200060844421;0.382479190826416
19;0.8289600014686584;0.3808855414390564;0.8266800045967102;0.38448870182037354
20;0.8286755681037903;0.38013356924057007;0.8274800181388855;0.38213878870010376
21;0.8290622234344482;0.37944096326828003;0.8216800093650818;0.3902764320373535
22;0.8295155763626099;0.378970205783844;0.8288800120353699;0.38061922788619995
23;0.8295733332633972;0.37878474593162537;0.8243600130081177;0.3839845359325409
24;0.8301644325256348;0.37786734104156494;0.8276799917221069;0.38143983483314514
25;0.8297600150108337;0.37788450717926025;0.8296800255775452;0.3785872161388397
26;0.830311119556427;0.37708964943885803;0.83024001121521;0.3791666030883789
