epoch;accuracy;loss;val_accuracy;val_loss
0;0.74235999584198;0.5137161016464233;0.7595599889755249;0.5069278478622437
1;0.7882159948348999;0.4467734396457672;0.7460472583770752;0.506515383720398
2;0.80485600233078;0.42193806171417236;0.7338363528251648;0.5295611023902893
3;0.8114680051803589;0.41328635811805725;0.6726018190383911;0.649609386920929
4;0.8149240016937256;0.407204270362854;0.7077509164810181;0.5882962942123413
5;0.8177080154418945;0.4026409387588501;0.7089527249336243;0.6018526554107666
6;0.8190479874610901;0.3994807004928589;0.6774054765701294;0.6803708672523499
7;0.8202800154685974;0.3974926471710205;0.6956254839897156;0.6231077909469604
8;0.8216760158538818;0.3960263431072235;0.643487274646759;0.7647218108177185
9;0.8230080008506775;0.3947417140007019;0.6611800193786621;0.7044168710708618
10;0.8227159976959229;0.39355218410491943;0.6449254751205444;0.7472571730613708
11;0.8232319951057434;0.39257439970970154;0.6827254295349121;0.6656036376953125
12;0.8237040042877197;0.3916347920894623;0.6657072901725769;0.7098566889762878
13;0.8247439861297607;0.3902556300163269;0.6492000222206116;0.7503301501274109
14;0.8249359726905823;0.38958778977394104;0.6574890613555908;0.717395007610321
15;0.824895977973938;0.3887062072753906;0.6421582102775574;0.7703480124473572
16;0.8256360292434692;0.38803279399871826;0.6387854814529419;0.797431230545044
17;0.8265439867973328;0.38673076033592224;0.6531199812889099;0.7565345764160156
18;0.8264319896697998;0.38650932908058167;0.6658890843391418;0.7327298521995544
19;0.826740026473999;0.3857770264148712;0.6829727292060852;0.7045754194259644
20;0.8271759748458862;0.3848702609539032;0.6315563917160034;0.8297209143638611
21;0.8277239799499512;0.383749783039093;0.622221827507019;0.8805323839187622
22;0.8280320167541504;0.3831060826778412;0.6384236216545105;0.8385679125785828
23;0.8280240297317505;0.38246893882751465;0.649141788482666;0.8121795654296875
24;0.8283960223197937;0.3817453980445862;0.6810799837112427;0.7243505120277405
25;0.8289759755134583;0.3809337615966797;0.6735618114471436;0.7315194010734558
26;0.8286200165748596;0.3803071677684784;0.6096872687339783;0.9227199554443359
27;0.8296800255775452;0.3795366883277893;0.6680963635444641;0.7414368987083435
28;0.8294280171394348;0.3789164125919342;0.6469618082046509;0.8265714645385742
